SecteurActivité,TrancheEffectifs,Generation,Nombre d'entreprises actives,Nombre d'entreprises saines,Nombre de défaillances 3 mois,Nombre de défaillances 6 mois,Tauxdedéfaillances3mois,Taux de défaillances 6 mois,Nombre de créations dans les 3 mois,Code NACE,Score sectoriel,Classification,coronavirus,Valeur ajaoutée
"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",3 - 10 salariés,2020-03-31,265,265,0,0,0.0,0.0,4,D35,8.8,TPE,1,41328.0
"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",Moins de 2 salariés,2020-03-31,37109,37016,0,5,0.0,0.00013507672357899287,878,D35,8.8,TPE,1,41328.0
Santé humaine et action sociale,10 - 50 salariés,2020-03-31,14329,14214,5,8,0.0003517658646404953,0.0005628253834247924,54,Q86-88,3.4,PME,1,194835.0
Santé humaine et action sociale,Plus de 200 salariés,2020-03-31,2347,2343,1,1,0.0004268032437046522,0.0004268032437046522,0,Q86-88,3.4,GE,1,194835.0
Santé humaine et action sociale,50 - 200 salariés,2020-03-31,7159,7124,1,1,0.00014037057832678272,0.00014037057832678272,2,Q86-88,3.4,PME,1,194835.0
Santé humaine et action sociale,3 - 10 salariés,2020-03-31,14446,14336,4,14,0.00027901785714285713,0.0009765625,176,Q86-88,3.4,TPE,1,194835.0
Santé humaine et action sociale,Moins de 2 salariés,2020-03-31,545611,543829,98,196,0.0001802037037377558,0.0003604074074755116,7148,Q86-88,3.4,TPE,1,194835.0
Transports et entreposage,10 - 50 salariés,2020-03-31,9341,9207,1,5,0.0001086130118388183,0.0005430650591940915,74,H49-53,6.3,PME,1,82419.0
Transports et entreposage,Plus de 200 salariés,2020-03-31,689,687,0,1,0.0,0.001455604075691412,0,H49-53,6.3,GE,1,82419.0
Transports et entreposage,50 - 200 salariés,2020-03-31,2456,2442,1,5,0.0004095004095004095,0.0020475020475020475,8,H49-53,6.3,PME,1,82419.0
Transports et entreposage,3 - 10 salariés,2020-03-31,10153,9997,6,17,0.0006001800540162049,0.0017005101530459137,180,H49-53,6.3,TPE,1,82419.0
Transports et entreposage,Moins de 2 salariés,2020-03-31,176327,171105,161,350,0.0009409426960053768,0.002045527600011689,19647,H49-53,6.3,TPE,1,82419.0
Activités de services administratifs et de soutien,10 - 50 salariés,2020-06-30,12477,12276,5,19,0.0004072987943955686,0.0015477354187031606,129,N77-82,4.2,PME,1,115683.0
Activités de services administratifs et de soutien,Plus de 200 salariés,2020-06-30,910,905,1,1,0.0011049723756906078,0.0011049723756906078,1,N77-82,4.2,GE,1,115683.0
Activités de services administratifs et de soutien,50 - 200 salariés,2020-06-30,3042,3012,1,5,0.00033200531208499334,0.0016600265604249668,8,N77-82,4.2,PME,1,115683.0
Activités de services administratifs et de soutien,3 - 10 salariés,2020-06-30,23574,23345,11,25,0.0004711929749411009,0.0010708931248661383,382,N77-82,4.2,TPE,1,115683.0
Activités de services administratifs et de soutien,Moins de 2 salariés,2020-06-30,510404,503692,303,620,0.0006015580950263257,0.001230910953519214,14004,N77-82,4.2,TPE,1,115683.0
Activités financières et d'assurance,10 - 50 salariés,2020-06-30,4368,4364,5,5,0.001145737855178735,0.001145737855178735,32,K64-66,5.8,PME,1,81951.0
Activités financières et d'assurance,Plus de 200 salariés,2020-06-30,486,484,0,0,0.0,0.0,0,K64-66,5.8,GE,1,81951.0
Activités financières et d'assurance,50 - 200 salariés,2020-06-30,613,613,0,0,0.0,0.0,1,K64-66,5.8,PME,1,81951.0
Activités financières et d'assurance,3 - 10 salariés,2020-06-30,15528,15487,2,7,0.00012914056950991153,0.0004519919932846904,179,K64-66,5.8,TPE,1,81951.0
Activités financières et d'assurance,Moins de 2 salariés,2020-06-30,242337,239663,114,262,0.0004756679170335012,0.00109320170405945,6118,K64-66,5.8,TPE,1,81951.0
Activités immobilières,10 - 50 salariés,2020-06-30,3060,3053,0,1,0.0,0.00032754667540124465,7,L68,4.0,PME,1,172127.0
Activités immobilières,Plus de 200 salariés,2020-06-30,185,185,0,0,0.0,0.0,1,L68,4.0,GE,1,172127.0
Activités immobilières,50 - 200 salariés,2020-06-30,519,517,0,0,0.0,0.0,1,L68,4.0,PME,1,172127.0
Activités immobilières,3 - 10 salariés,2020-06-30,11530,11483,1,3,8.708525646608029e-05,0.00026125576939824087,85,L68,4.0,TPE,1,172127.0
Activités immobilières,Moins de 2 salariés,2020-06-30,2480669,2475737,251,567,0.00010138395152635356,0.00022902271121690227,49856,L68,4.0,TPE,1,172127.0
"Activités spécialisées, scientifiques et techniques",10 - 50 salariés,2020-06-30,18289,18223,3,13,0.00016462711957416452,0.0007133841848213796,109,M69-75,4.8,PME,1,172127.0
"Activités spécialisées, scientifiques et techniques",Plus de 200 salariés,2020-06-30,745,742,0,0,0.0,0.0,0,M69-75,4.8,GE,1,172127.0
"Activités spécialisées, scientifiques et techniques",50 - 200 salariés,2020-06-30,2507,2504,0,1,0.0,0.00039936102236421724,5,M69-75,4.8,PME,1,172127.0
"Activités spécialisées, scientifiques et techniques",3 - 10 salariés,2020-06-30,38382,38104,18,39,0.0004723913499895024,0.001023514591643922,542,M69-75,4.8,TPE,1,172127.0
"Activités spécialisées, scientifiques et techniques",Moins de 2 salariés,2020-06-30,719485,710991,373,802,0.0005246198615734939,0.0011280030267612389,32844,M69-75,4.8,TPE,1,172127.0
"Agriculture, sylviculture et pêche",10 - 50 salariés,2020-06-30,3653,3627,3,7,0.0008271298593879239,0.0019299696719051558,19,A01-03,5.9,PME,1,36610.0
"Agriculture, sylviculture et pêche",Plus de 200 salariés,2020-06-30,31,31,0,0,0.0,0.0,0,A01-03,5.9,GE,1,36610.0
"Agriculture, sylviculture et pêche",50 - 200 salariés,2020-06-30,268,265,0,0,0.0,0.0,0,A01-03,5.9,PME,1,36610.0
"Agriculture, sylviculture et pêche",3 - 10 salariés,2020-06-30,19789,19636,5,17,0.0002546343450804645,0.0008657567732735791,91,A01-03,5.9,TPE,1,36610.0
"Agriculture, sylviculture et pêche",Moins de 2 salariés,2020-06-30,822368,819485,151,332,0.00018426206702990293,0.00040513249174786606,5163,A01-03,5.9,TPE,1,36610.0
Commerce ; réparation d'automobiles et de motocycles,10 - 50 salariés,2020-06-30,37832,37632,15,33,0.0003985969387755102,0.0008769132653061224,261,G45-47,6.3,PME,1,223912.0
Commerce ; réparation d'automobiles et de motocycles,Plus de 200 salariés,2020-06-30,1545,1540,1,2,0.0006493506493506494,0.0012987012987012987,5,G45-47,6.3,GE,1,223912.0
Commerce ; réparation d'automobiles et de motocycles,50 - 200 salariés,2020-06-30,5775,5761,2,4,0.0003471619510501649,0.0006943239021003298,37,G45-47,6.3,PME,1,223912.0
Commerce ; réparation d'automobiles et de motocycles,3 - 10 salariés,2020-06-30,102590,101599,54,120,0.0005315012943040778,0.001181113987342395,1566,G45-47,6.3,TPE,1,223912.0
Commerce ; réparation d'automobiles et de motocycles,Moins de 2 salariés,2020-06-30,1215873,1185518,1122,2274,0.0009464217329471168,0.0019181488598233008,46898,G45-47,6.3,TPE,1,223912.0
Construction,10 - 50 salariés,2020-06-30,26275,25890,27,42,0.0010428736964078794,0.0016222479721900347,159,F41-43,5.3,PME,1,112222.0
Construction,Plus de 200 salariés,2020-06-30,463,463,0,0,0.0,0.0,0,F41-43,5.3,GE,1,112222.0
Construction,50 - 200 salariés,2020-06-30,2239,2227,0,1,0.0,0.000449034575662326,4,F41-43,5.3,PME,1,112222.0
Construction,3 - 10 salariés,2020-06-30,63986,62993,49,120,0.000777864207134126,0.001904973568491737,1508,F41-43,5.3,TPE,1,112222.0
Construction,Moins de 2 salariés,2020-06-30,834538,804404,938,2123,0.0011660807256055415,0.0026392210879110497,19452,F41-43,5.3,TPE,1,112222.0
Hébergement et restauration,10 - 50 salariés,2020-06-30,17857,17594,11,30,0.0006252131408434694,0.0017051267477549165,276,I55-56,5.0,PME,1,38460.0
Hébergement et restauration,Plus de 200 salariés,2020-06-30,191,190,0,0,0.0,0.0,1,I55-56,5.0,GE,1,38460.0
Hébergement et restauration,50 - 200 salariés,2020-06-30,1645,1636,1,1,0.0006112469437652812,0.0006112469437652812,13,I55-56,5.0,PME,1,38460.0
Hébergement et restauration,3 - 10 salariés,2020-06-30,47997,46865,54,124,0.0011522458124399871,0.0026458977915288593,1398,I55-56,5.0,TPE,1,38460.0
Hébergement et restauration,Moins de 2 salariés,2020-06-30,401830,383577,618,1279,0.0016111497821819348,0.0033344022191111565,8671,I55-56,5.0,TPE,1,38460.0
Industrie manufacturière,10 - 50 salariés,2020-06-30,25943,25566,15,41,0.0005867167331612298,0.001603692403974028,162,C10-33,6.4,PME,1,219140.0
Industrie manufacturière,Plus de 200 salariés,2020-06-30,2017,2016,0,1,0.0,0.000496031746031746,2,C10-33,6.4,GE,1,219140.0
Industrie manufacturière,50 - 200 salariés,2020-06-30,5666,5612,3,9,0.0005345687811831789,0.0016037063435495368,13,C10-33,6.4,PME,1,219140.0
Industrie manufacturière,3 - 10 salariés,2020-06-30,34877,34118,44,91,0.0012896418312914005,0.002667213787443578,549,C10-33,6.4,TPE,1,219140.0
Industrie manufacturière,Moins de 2 salariés,2020-06-30,313896,305575,305,623,0.0009981183015626278,0.0020387793504049742,8363,C10-33,6.4,TPE,1,219140.0
Information et communication,10 - 50 salariés,2020-06-30,7211,7138,5,9,0.0007004763239002522,0.0012608573830204539,57,J58-63,3.8,PME,1,115908.0
Information et communication,Plus de 200 salariés,2020-06-30,515,511,0,0,0.0,0.0,1,J58-63,3.8,GE,1,115908.0
Information et communication,50 - 200 salariés,2020-06-30,1616,1614,1,1,0.0006195786864931846,0.0006195786864931846,0,J58-63,3.8,PME,1,115908.0
Information et communication,3 - 10 salariés,2020-06-30,10281,10177,4,17,0.0003930431364842291,0.0016704333300579738,243,J58-63,3.8,TPE,1,115908.0
Information et communication,Moins de 2 salariés,2020-06-30,226480,223012,144,356,0.0006457051638476853,0.0015963266550678887,10760,J58-63,3.8,TPE,1,115908.0
"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",10 - 50 salariés,2020-06-30,1338,1316,1,1,0.0007598784194528875,0.0007598784194528875,4,E36-39,6.0,PME,1,14633.0
"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",Plus de 200 salariés,2020-06-30,151,150,0,0,0.0,0.0,0,E36-39,6.0,GE,1,14633.0
"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",50 - 200 salariés,2020-06-30,373,371,0,1,0.0,0.0026954177897574125,0,E36-39,6.0,PME,1,14633.0
"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",3 - 10 salariés,2020-06-30,1638,1615,0,0,0.0,0.0,33,E36-39,6.0,TPE,1,14633.0
"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",Moins de 2 salariés,2020-06-30,17688,17404,10,21,0.0005745805561939783,0.0012066191680073547,430,E36-39,6.0,TPE,1,14633.0
"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",10 - 50 salariés,2020-06-30,157,155,0,0,0.0,0.0,2,D35,8.8,PME,1,41328.0
"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",Plus de 200 salariés,2020-06-30,29,29,0,0,0.0,0.0,0,D35,8.8,GE,1,41328.0
"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",50 - 200 salariés,2020-06-30,39,39,0,0,0.0,0.0,0,D35,8.8,PME,1,41328.0
"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",3 - 10 salariés,2020-06-30,271,271,0,0,0.0,0.0,6,D35,8.8,TPE,1,41328.0
"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",Moins de 2 salariés,2020-06-30,37831,37738,5,7,0.00013249244793046795,0.00018548942710265514,1094,D35,8.8,TPE,1,41328.0
Santé humaine et action sociale,10 - 50 salariés,2020-06-30,14439,14319,3,5,0.00020951183741881415,0.0003491863956980236,120,Q86-88,3.4,PME,1,194835.0
Santé humaine et action sociale,Plus de 200 salariés,2020-06-30,2351,2346,0,0,0.0,0.0,2,Q86-88,3.4,GE,1,194835.0
Santé humaine et action sociale,50 - 200 salariés,2020-06-30,7174,7138,0,1,0.0,0.00014009526478005044,3,Q86-88,3.4,PME,1,194835.0
Santé humaine et action sociale,3 - 10 salariés,2020-06-30,14670,14555,10,13,0.0006870491240123669,0.000893163861216077,261,Q86-88,3.4,TPE,1,194835.0
Santé humaine et action sociale,Moins de 2 salariés,2020-06-30,550336,548462,99,186,0.00018050475693849347,0.00033913014939959376,15962,Q86-88,3.4,TPE,1,194835.0
Transports et entreposage,10 - 50 salariés,2020-06-30,9443,9306,4,16,0.0004298302170642596,0.0017193208682570384,88,H49-53,6.3,PME,1,82419.0
Transports et entreposage,Plus de 200 salariés,2020-06-30,690,688,1,1,0.0014534883720930232,0.0014534883720930232,2,H49-53,6.3,GE,1,82419.0
Transports et entreposage,50 - 200 salariés,2020-06-30,2470,2455,4,6,0.001629327902240326,0.002443991853360489,11,H49-53,6.3,PME,1,82419.0
Transports et entreposage,3 - 10 salariés,2020-06-30,10360,10197,11,27,0.0010787486515641855,0.00264783759929391,251,H49-53,6.3,TPE,1,82419.0
Transports et entreposage,Moins de 2 salariés,2020-06-30,183135,177679,191,431,0.0010749722814738939,0.0024257227922264307,28930,H49-53,6.3,TPE,1,82419.0
Activités de services administratifs et de soutien,10 - 50 salariés,2020-09-30,12627,12421,14,24,0.0011271234200144916,0.0019322115771676998,153,N77-82,4.2,PME,1,115683.0
Activités de services administratifs et de soutien,Plus de 200 salariés,2020-09-30,913,907,0,1,0.0,0.0011025358324145535,3,N77-82,4.2,GE,1,115683.0
Activités de services administratifs et de soutien,50 - 200 salariés,2020-09-30,3068,3037,5,8,0.0016463615409944023,0.0026341784655910436,24,N77-82,4.2,PME,1,115683.0
Activités de services administratifs et de soutien,3 - 10 salariés,2020-09-30,23928,23688,15,35,0.0006332320162107396,0.0014775413711583924,389,N77-82,4.2,TPE,1,115683.0
Activités de services administratifs et de soutien,Moins de 2 salariés,2020-09-30,516522,509528,328,656,0.0006437330235041057,0.0012874660470082115,15192,N77-82,4.2,TPE,1,115683.0
Activités financières et d'assurance,10 - 50 salariés,2020-09-30,4411,4401,1,1,0.00022722108611679165,0.00022722108611679165,30,K64-66,5.8,PME,1,81951.0
Activités financières et d'assurance,Plus de 200 salariés,2020-09-30,486,484,0,1,0.0,0.002066115702479339,1,K64-66,5.8,GE,1,81951.0
Activités financières et d'assurance,50 - 200 salariés,2020-09-30,617,617,0,1,0.0,0.0016207455429497568,0,K64-66,5.8,PME,1,81951.0
Activités financières et d'assurance,3 - 10 salariés,2020-09-30,15778,15735,5,8,0.00031776294884016526,0.0005084207181442644,204,K64-66,5.8,TPE,1,81951.0
Activités financières et d'assurance,Moins de 2 salariés,2020-09-30,245160,242408,149,271,0.0006146661826342364,0.0011179499026434771,8264,K64-66,5.8,TPE,1,81951.0
Activités immobilières,10 - 50 salariés,2020-09-30,3068,3061,1,1,0.0003266906239790918,0.0003266906239790918,10,L68,4.0,PME,1,172127.0
Activités immobilières,Plus de 200 salariés,2020-09-30,185,185,0,0,0.0,0.0,0,L68,4.0,GE,1,172127.0
Activités immobilières,50 - 200 salariés,2020-09-30,522,520,0,0,0.0,0.0,2,L68,4.0,PME,1,172127.0
Activités immobilières,3 - 10 salariés,2020-09-30,11678,11629,2,8,0.00017198383351964914,0.0006879353340785966,95,L68,4.0,TPE,1,172127.0
Activités immobilières,Moins de 2 salariés,2020-09-30,2503402,2498242,322,643,0.00012889063589516147,0.0002573809903123877,47254,L68,4.0,TPE,1,172127.0
"Activités spécialisées, scientifiques et techniques",10 - 50 salariés,2020-09-30,18453,18384,10,13,0.0005439512619669277,0.0007071366405570061,109,M69-75,4.8,PME,1,172127.0
"Activités spécialisées, scientifiques et techniques",Plus de 200 salariés,2020-09-30,746,743,0,0,0.0,0.0,1,M69-75,4.8,GE,1,172127.0
"Activités spécialisées, scientifiques et techniques",50 - 200 salariés,2020-09-30,2517,2514,1,1,0.0003977724741447892,0.0003977724741447892,9,M69-75,4.8,PME,1,172127.0
"Activités spécialisées, scientifiques et techniques",3 - 10 salariés,2020-09-30,38931,38634,21,40,0.0005435626650100948,0.0010353574571620853,554,M69-75,4.8,TPE,1,172127.0
"Activités spécialisées, scientifiques et techniques",Moins de 2 salariés,2020-09-30,732252,723445,435,846,0.0006012896626557651,0.0011694047232339707,36171,M69-75,4.8,TPE,1,172127.0
"Agriculture, sylviculture et pêche",10 - 50 salariés,2020-09-30,3667,3638,4,4,0.0010995052226498076,0.0010995052226498076,17,A01-03,5.9,PME,1,36610.0
"Agriculture, sylviculture et pêche",Plus de 200 salariés,2020-09-30,31,31,0,0,0.0,0.0,0,A01-03,5.9,GE,1,36610.0
"Agriculture, sylviculture et pêche",50 - 200 salariés,2020-09-30,268,265,0,0,0.0,0.0,2,A01-03,5.9,PME,1,36610.0
"Agriculture, sylviculture et pêche",3 - 10 salariés,2020-09-30,19899,19740,13,19,0.0006585612968591692,0.0009625126646403242,104,A01-03,5.9,TPE,1,36610.0
"Agriculture, sylviculture et pêche",Moins de 2 salariés,2020-09-30,825392,822374,181,390,0.00022009450687886532,0.00047423678277766566,5188,A01-03,5.9,TPE,1,36610.0
Commerce ; réparation d'automobiles et de motocycles,10 - 50 salariés,2020-09-30,38101,37886,18,34,0.00047510953914374704,0.0008974291294937444,246,G45-47,6.3,PME,1,223912.0
Commerce ; réparation d'automobiles et de motocycles,Plus de 200 salariés,2020-09-30,1547,1541,1,2,0.0006489292667099286,0.0012978585334198572,0,G45-47,6.3,GE,1,223912.0
Commerce ; réparation d'automobiles et de motocycles,50 - 200 salariés,2020-09-30,5788,5772,2,5,0.0003465003465003465,0.0008662508662508662,26,G45-47,6.3,PME,1,223912.0
Commerce ; réparation d'automobiles et de motocycles,3 - 10 salariés,2020-09-30,104180,103129,66,134,0.0006399751767204181,0.0012993435406141822,1609,G45-47,6.3,TPE,1,223912.0
Commerce ; réparation d'automobiles et de motocycles,Moins de 2 salariés,2020-09-30,1233417,1202075,1195,2270,0.0009941143439469251,0.0018884013060749122,49076,G45-47,6.3,TPE,1,223912.0
Construction,10 - 50 salariés,2020-09-30,26452,26040,15,45,0.000576036866359447,0.0017281105990783411,145,F41-43,5.3,PME,1,112222.0
Construction,Plus de 200 salariés,2020-09-30,463,463,0,0,0.0,0.0,1,F41-43,5.3,GE,1,112222.0
Construction,50 - 200 salariés,2020-09-30,2245,2233,1,1,0.0004478280340349306,0.0004478280340349306,2,F41-43,5.3,PME,1,112222.0
Construction,3 - 10 salariés,2020-09-30,65099,64048,72,163,0.0011241568823382464,0.00254496627529353,1425,F41-43,5.3,TPE,1,112222.0
Construction,Moins de 2 salariés,2020-09-30,843445,812323,1216,2394,0.0014969414875609826,0.002947103553635684,20197,F41-43,5.3,TPE,1,112222.0
Hébergement et restauration,10 - 50 salariés,2020-09-30,18181,17904,19,36,0.0010612153708668454,0.0020107238605898124,269,I55-56,5.0,PME,1,38460.0
Hébergement et restauration,Plus de 200 salariés,2020-09-30,192,191,0,0,0.0,0.0,0,I55-56,5.0,GE,1,38460.0
Hébergement et restauration,50 - 200 salariés,2020-09-30,1663,1653,0,1,0.0,0.0006049606775559589,9,I55-56,5.0,PME,1,38460.0
Hébergement et restauration,3 - 10 salariés,2020-09-30,49421,48225,71,138,0.001472265422498704,0.0028615863141524104,1216,I55-56,5.0,TPE,1,38460.0
Hébergement et restauration,Moins de 2 salariés,2020-09-30,404850,385928,683,1164,0.0017697601625173607,0.0030161066312887376,7932,I55-56,5.0,TPE,1,38460.0
Industrie manufacturière,10 - 50 salariés,2020-09-30,26159,25764,26,54,0.0010091600683123738,0.002095947834187238,154,C10-33,6.4,PME,1,219140.0
Industrie manufacturière,Plus de 200 salariés,2020-09-30,2020,2019,1,3,0.0004952947003467063,0.0014858841010401188,5,C10-33,6.4,GE,1,219140.0
Industrie manufacturière,50 - 200 salariés,2020-09-30,5679,5622,6,9,0.0010672358591248667,0.0016008537886872999,10,C10-33,6.4,PME,1,219140.0
Industrie manufacturière,3 - 10 salariés,2020-09-30,35448,34638,48,102,0.0013857613026156245,0.002944742768058202,537,C10-33,6.4,TPE,1,219140.0
Industrie manufacturière,Moins de 2 salariés,2020-09-30,317080,308480,326,613,0.0010567946058091286,0.0019871628630705393,9436,C10-33,6.4,TPE,1,219140.0
Information et communication,10 - 50 salariés,2020-09-30,7309,7231,5,10,0.0006914672935970129,0.0013829345871940258,57,J58-63,3.8,PME,1,115908.0
Information et communication,Plus de 200 salariés,2020-09-30,516,512,0,0,0.0,0.0,0,J58-63,3.8,GE,1,115908.0
Information et communication,50 - 200 salariés,2020-09-30,1627,1624,0,0,0.0,0.0,6,J58-63,3.8,PME,1,115908.0
Information et communication,3 - 10 salariés,2020-09-30,10510,10400,13,26,0.00125,0.0025,260,J58-63,3.8,TPE,1,115908.0
Information et communication,Moins de 2 salariés,2020-09-30,230704,227104,219,374,0.0009643159081301958,0.001646822601099056,11650,J58-63,3.8,TPE,1,115908.0
"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",10 - 50 salariés,2020-09-30,1344,1321,0,0,0.0,0.0,6,E36-39,6.0,PME,1,14633.0
"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",Plus de 200 salariés,2020-09-30,151,150,0,0,0.0,0.0,0,E36-39,6.0,GE,1,14633.0
"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",50 - 200 salariés,2020-09-30,374,372,1,1,0.002688172043010753,0.002688172043010753,0,E36-39,6.0,PME,1,14633.0
"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",3 - 10 salariés,2020-09-30,1657,1634,0,2,0.0,0.0012239902080783353,17,E36-39,6.0,TPE,1,14633.0
"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",Moins de 2 salariés,2020-09-30,17909,17612,11,22,0.0006245741539859187,0.0012491483079718373,511,E36-39,6.0,TPE,1,14633.0
"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",10 - 50 salariés,2020-09-30,161,159,0,1,0.0,0.006289308176100629,2,D35,8.8,PME,1,41328.0
"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",Plus de 200 salariés,2020-09-30,29,29,0,0,0.0,0.0,0,D35,8.8,GE,1,41328.0
"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",50 - 200 salariés,2020-09-30,39,39,0,0,0.0,0.0,0,D35,8.8,PME,1,41328.0
"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",3 - 10 salariés,2020-09-30,277,277,0,0,0.0,0.0,4,D35,8.8,TPE,1,41328.0
"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",Moins de 2 salariés,2020-09-30,38490,38394,2,7,5.2091472625931135e-05,0.00018232015419075899,1466,D35,8.8,TPE,1,41328.0
Santé humaine et action sociale,10 - 50 salariés,2020-09-30,14556,14432,2,14,0.0001385809312638581,0.0009700665188470067,89,Q86-88,3.4,PME,1,194835.0
Santé humaine et action sociale,Plus de 200 salariés,2020-09-30,2352,2347,0,1,0.0,0.00042607584149978694,0,Q86-88,3.4,GE,1,194835.0
Santé humaine et action sociale,50 - 200 salariés,2020-09-30,7188,7152,1,4,0.00013982102908277405,0.0005592841163310962,4,Q86-88,3.4,PME,1,194835.0
Santé humaine et action sociale,3 - 10 salariés,2020-09-30,14867,14742,3,12,0.0002035002035002035,0.000814000814000814,289,Q86-88,3.4,TPE,1,194835.0
Santé humaine et action sociale,Moins de 2 salariés,2020-09-30,558038,556096,89,185,0.00016004430889630567,0.00033267637242490505,13271,Q86-88,3.4,TPE,1,194835.0
Transports et entreposage,10 - 50 salariés,2020-09-30,9531,9390,12,20,0.0012779552715654952,0.002129925452609159,81,H49-53,6.3,PME,1,82419.0
Transports et entreposage,Plus de 200 salariés,2020-09-30,692,689,0,0,0.0,0.0,2,H49-53,6.3,GE,1,82419.0
Transports et entreposage,50 - 200 salariés,2020-09-30,2483,2464,2,3,0.0008116883116883117,0.0012175324675324675,9,H49-53,6.3,PME,1,82419.0
Transports et entreposage,3 - 10 salariés,2020-09-30,10578,10403,16,34,0.0015380178794578486,0.0032682879938479284,260,H49-53,6.3,TPE,1,82419.0
Transports et entreposage,Moins de 2 salariés,2020-09-30,188836,183215,243,477,0.001326310618672052,0.0026034986218377316,33728,H49-53,6.3,TPE,1,82419.0
Activités de services administratifs et de soutien,10 - 50 salariés,2020-12-31,12795,12570,10,21,0.0007955449482895784,0.0016706443914081145,122,N77-82,4.2,PME,1,115683.0
Activités de services administratifs et de soutien,Plus de 200 salariés,2020-12-31,912,906,1,2,0.0011037527593818985,0.002207505518763797,1,N77-82,4.2,GE,1,115683.0
Activités de services administratifs et de soutien,50 - 200 salariés,2020-12-31,3092,3056,3,6,0.000981675392670157,0.001963350785340314,9,N77-82,4.2,PME,1,115683.0
Activités de services administratifs et de soutien,3 - 10 salariés,2020-12-31,24258,24003,21,43,0.0008748906386701663,0.0017914427363246261,391,N77-82,4.2,TPE,1,115683.0
Activités de services administratifs et de soutien,Moins de 2 salariés,2020-12-31,511808,504626,344,579,0.0006816929765806756,0.0011473843995354976,19162,N77-82,4.2,TPE,1,115683.0
Activités financières et d'assurance,10 - 50 salariés,2020-12-31,4448,4437,0,0,0.0,0.0,22,K64-66,5.8,PME,1,81951.0
Activités financières et d'assurance,Plus de 200 salariés,2020-12-31,484,482,1,3,0.002074688796680498,0.006224066390041493,0,K64-66,5.8,GE,1,81951.0
Activités financières et d'assurance,50 - 200 salariés,2020-12-31,621,621,1,2,0.001610305958132045,0.00322061191626409,3,K64-66,5.8,PME,1,81951.0
Activités financières et d'assurance,3 - 10 salariés,2020-12-31,15934,15886,3,7,0.00018884552436107264,0.0004406395568425028,240,K64-66,5.8,TPE,1,81951.0
Activités financières et d'assurance,Moins de 2 salariés,2020-12-31,246434,243593,127,272,0.0005213614512732304,0.0011166166515458162,8937,K64-66,5.8,TPE,1,81951.0
Activités immobilières,10 - 50 salariés,2020-12-31,3087,3079,0,0,0.0,0.0,13,L68,4.0,PME,1,172127.0
Activités immobilières,Plus de 200 salariés,2020-12-31,185,185,0,0,0.0,0.0,0,L68,4.0,GE,1,172127.0
Activités immobilières,50 - 200 salariés,2020-12-31,515,513,0,0,0.0,0.0,0,L68,4.0,PME,1,172127.0
Activités immobilières,3 - 10 salariés,2020-12-31,11821,11770,5,9,0.0004248088360237893,0.0007646559048428207,98,L68,4.0,TPE,1,172127.0
Activités immobilières,Moins de 2 salariés,2020-12-31,2514474,2509056,324,628,0.00012913223140495868,0.00025029333741454954,72450,L68,4.0,TPE,1,172127.0
"Activités spécialisées, scientifiques et techniques",10 - 50 salariés,2020-12-31,18614,18535,3,8,0.00016185594820609657,0.0004316158618829242,100,M69-75,4.8,PME,1,172127.0
"Activités spécialisées, scientifiques et techniques",Plus de 200 salariés,2020-12-31,750,747,0,0,0.0,0.0,2,M69-75,4.8,GE,1,172127.0
"Activités spécialisées, scientifiques et techniques",50 - 200 salariés,2020-12-31,2530,2526,0,1,0.0,0.000395882818685669,7,M69-75,4.8,PME,1,172127.0
"Activités spécialisées, scientifiques et techniques",3 - 10 salariés,2020-12-31,39537,39219,19,30,0.00048445906320915885,0.0007649353629618298,499,M69-75,4.8,TPE,1,172127.0
"Activités spécialisées, scientifiques et techniques",Moins de 2 salariés,2020-12-31,725361,716298,423,821,0.0005905363410200782,0.0011461710070389697,43677,M69-75,4.8,TPE,1,172127.0
"Agriculture, sylviculture et pêche",10 - 50 salariés,2020-12-31,3683,3650,0,0,0.0,0.0,10,A01-03,5.9,PME,1,36610.0
"Agriculture, sylviculture et pêche",Plus de 200 salariés,2020-12-31,31,31,0,0,0.0,0.0,0,A01-03,5.9,GE,1,36610.0
